ISIN;Ticker;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANTPA;Cours/VANNPA;Solvabilité;Rendement dividende %
IT0000066123;BPE.MI;Financial Services;Banks - Regional;https://www.bper.it/;BPER Banca SpA;6,224;0;0;0;0,08;0,51
BE0974268972;BPOST.BR;Industrials;Integrated Freight & Logistics;https://bpostgroup.com/;bpost NV/SA;1,978;25,6;0,08;0,07;0,2;4,48
BE0003008019;BNB.BR;Financial Services;Banks - Regional;https://www.nbb.be/;Banque nationale de Belgique SA;377;0;0;0;0;0,02
NL0015001KT6;BRE.MI;Consumer Cyclical;Auto Parts;https://www.brembo.com/;Brembo N.V.;9,161;12,15;0,75;0,74;0,5;0,2
DE000A1DAHH0;BNR.DE;Basic Materials;Specialty Chemicals;https://www.brenntag.com/;Brenntag SE;61,08;51,68;1,18;0,74;0,39;0,04
IT0000066180;BRI.MI;Real Estate;Real Estate - Development;https://www.brioschi.it/;Brioschi Sviluppo Immobiliare S.p.A.;0,0558;0,29;0,19;0,23;0,46;0
NL0010776944;BRNL.AS;Industrials;Staffing & Employment Services;https://brunelinternational.net/;Brunel International N.V.;8,85;11,02;0,8;0,55;0,48;0,36
IT0004764699;BC.MI;Consumer Cyclical;Luxury Goods;https://www.brunellocucinelli.it/;Brunello Cucinelli S.p.A.;104,1;22,36;4,66;4,25;0,28;0,01
FR0006174348;BVI.PA;Industrials;Consulting Services;https://group.bureauveritas.com/;Bureau Veritas SA;30,12;11,73;2,57;1,72;0,33;0,09
FR0000061137;BUR.PA;Consumer Cyclical;Auto Parts;https://www.burelle.fr/;Burelle SA;340;3970,04;0,09;0,06;0,21;0,01
IT0001347308;BZU.MI;Basic Materials;Building Materials;https://www.buzziunicem.com/;Buzzi S.p.A.;37,72;41,85;0,9;1,29;0,82;0,04
NO0003087603;BMA.OL;Industrials;Building Products & Equipment;https://www.byggma.no/;Byggma ASA;15,85;44,14;0,36;0,4;0,36;0,46
IT0003023980;CLI.MI;Consumer Defensive;Packaged Foods;https://centralelatteitalia.com/;Centrale del Latte d'Italia S.p.A.;2,8;19,15;0,15;0,11;0,26;0,58
FR0000045544;CAT31.PA;Financial Services;Banks - Regional;https://www.credit-agricole.fr/ca-toulouse31/particulier.html;Caisse Regionale de Credit Agricole Mutuel Toulouse 31;70;3504,02;0,02;0,02;0,12;0,06
FR001400DIY6;ALCAB.PA;Technology;Consumer Electronics;https://www.cabasse.com/;Cabasse Société anonyme;0,58;0;0;0;0;0
NL00150000S7;CABKA.AS;Consumer Cyclical;Packaging & Containers;https://www.cabka.com/;Cabka N.V.;2,28;7,23;0,32;0,3;0,41;0
NL00150000U3;DSCW2.AS;;;https://twitter.com/YahooFinance;;0,0035;0;0;0;0,41;0
NL00150000V1;DSCW3.AS;;;https://twitter.com/YahooFinance;;0,0145;0;0;0;0,39;0
DK0061412772;CADLR.OL;Industrials;Engineering & Construction;https://www.cadeler.com/;Cadeler A/S;64,8;5,16;12,56;25,82;0,62;0
FR0010151589;CAFO.PA;Consumer Cyclical;Home Improvement Retail;https://www.cafom.com/;Centrale d'Achat Française pour l'Outre-Mer Société Anonyme;7,98;39,88;0,2;0,16;0,31;0
IE00BWY4ZF18;CRN.L;Consumer Cyclical;Residential Construction;https://www.cairnhomes.com/;Cairn Homes plc;194,8;1,67;116,65;92,32;0,73;0
IT0004329733;CAI.MI;Communication Services;Advertising Agencies;https://www.cairocommunication.it/;Cairo Communication S.p.A.;2,545;8,77;0,29;0,46;0,42;1,74
ES0140609019;CABK.MC;Financial Services;Banks - Regional;https://www.caixabank.com/;CaixaBank, S.A.;5,194;0;0;0;0,06;0,85
IT0003025019;CLF.MI;Consumer Cyclical;Textile Manufacturing;https://www.caleffigroup.it/;Caleffi S.p.A.;0,74;3,46;0,21;0,15;0,44;0
IT0003127930;CALT.MI;Basic Materials;Building Materials;https://www.caltagironespa.it/;Caltagirone SpA;6,42;26,82;0,24;0,22;0,37;0,37
IT0001472171;CED.MI;Communication Services;Publishing;https://www.caltagironeeditore.com/;Caltagirone Editore SpA;1,43;4,15;0,34;0,87;0,81;3
NO0010078850;CAMBI.OL;Industrials;Pollution & Treatment Controls;https://www.cambi.com/;Cambi ASA;14,65;4,68;3,13;2,36;0,61;0
NL0015435975;CPR.MI;Consumer Defensive;Beverages - Wineries & Distilleries;https://www.camparigroup.com/;Davide Campari-Milano N.V.;6,206;0;0;0;0,48;0,1
BE0003825420;CAMB.BR;Industrials;Waste Management;https://www.campine.com/;Campine NV;110;83,2;1,32;1,12;0,55;0,04
BE0974298300;CAND.BR;Financial Services;Asset Management;https://www.candelainvest.com/;Candela Invest SA;1,2;6,15;0,2;0,11;0,35;0
FR0000125338;CAP.PA;Technology;Information Technology Services;https://www.capgemini.com/;Capgemini SE;156;94,83;1,65;1,08;0,44;0,01
NO0010923121;CAPSL.OL;Industrials;Pollution & Treatment Controls;https://www.capsoltechnologies.com/;Capsol Technologies ASA;10,3;3;3,43;3,43;0,56;0
NO0010123060;NO0010123060.SG;;;https://twitter.com/YahooFinance;;1,765;0;0;0;0;0
FR0011648716;ALCRB.PA;Basic Materials;Specialty Chemicals;https://www.carbios.com/;Carbios SAS;8,76;15,46;0,57;0,54;0,83;0
BE0974273055;CPINV.BR;Real Estate;REIT - Healthcare Facilities;https://carepropertyinvest.be/;Care Property Invest NV;11,6;33,27;0,35;0,68;0,51;0,3
IT0005331019;CRL.MI;Technology;Electronic Components;https://www.carel.com/;Carel Industries S.p.A.;19,6;4,9;4;2,34;0,49;0,04
DE0005313704;AFX.DE;Healthcare;Medical Instruments & Supplies;https://www.zeiss.com/meditec-ag/de/investor-relations.html?vaURL=www.zeiss.de/meditec-ag/ir;Carl Zeiss Meditec AG;49,3;19,46;2,53;1,68;0,61;0,02
FR0010907956;ALCAR.PA;Healthcare;Medical Devices;https://www.carmatsa.com/;Carmat SA;1,09;1,21;0,9;0,93;0,97;0
FR0010828137;CARM.PA;Real Estate;REIT - Retail;https://www.carmila.com/;Carmila S.A.;15,96;47,9;0,33;0,5;0,5;0,6
FR0000120172;CA.PA;Consumer Defensive;Grocery Stores;https://www.carrefour.com/;Carrefour SA;14,03;70,99;0,2;0,13;0,21;0,23
IT0005003782;CDG.MI;Communication Services;Entertainment;https://castadivagroup.com/;Casta Diva Group S.p.A.;1,25;3,61;0,35;0,24;0,13;0
FR0010193052;CATG.PA;Consumer Cyclical;Recreational Vehicles;https://www.catanagroup.com/;SA Catana Group;4,945;6,86;0,72;0,47;0,44;0
FR0000064446;ALCIS.PA;Industrials;Specialty Business Services;https://www.cis-integratedservices.com/;Catering International & Services Société Anonyme;8,78;24,9;0,35;0,21;0,42;0,1
FR0014007LW0;ALCBI.PA;Financial Services;Asset Management;https://cbicorp.io/;Crypto Blockchain Industries;0,1765;0,07;2,52;2,21;0,5;0
FR001400O408;CBSAB.PA;;;https://twitter.com/YahooFinance;;0,0005;0;0;0;0,5;0
FR0010193979;CBOT.PA;Real Estate;Real Estate - Diversified;https://www.cboterritoria.com/;CBo Territoria SA;3,54;13,72;0,26;0,34;0,53;1,84
DE0007257503;CEC.DE;Consumer Cyclical;Specialty Retail;https://www.ceconomy.de/;Ceconomy AG;3,038;19,57;0,16;0,1;0,05;1,25
FR0000053506;CGM.PA;Healthcare;Health Information Services;https://www.cegedim.com/;Cegedim SA;13,5;55,85;0,24;0,19;0,31;0,1
FR0010425595;ALCLS.PA;Healthcare;Biotechnology;https://www.cellectis.com/;Cellectis S.A.;1,668;3,95;0,42;0,3;0,4;0
IT0005244618;CELL.MI;Technology;Consumer Electronics;https://www.cellularlinegroup.com/;Cellularline S.p.A.;2,37;6,75;0,35;0,23;0,61;0
BE0974260896;CYAD.BR;Healthcare;Biotechnology;https://www.celyad.com/;Celyad Oncology SA;0,77;0,28;2,75;1,67;0,08;0
IT0001128047;CMB.MI;Industrials;Electrical Equipment & Parts;https://www.cembre.it/;Cembre S.p.A.;41,3;15,15;2,73;3,51;0,78;0,1
NL0013995087;NL0013995087.SG;;;https://twitter.com/YahooFinance;;10,6;0;0;0;0;0
BE0974303357;CENER.BR;Industrials;Electrical Equipment & Parts;https://cenergyholdings.com/;Cenergy Holdings SA;9,13;8,49;1,08;0,76;0,22;0
FR0013178712;ALPCV.PA;Industrials;Specialty Industrial Machinery;https://www.cerinnov.com/;Cerinnov Group SA;0,676;3,41;0,2;0,13;0,22;0
BE0003883031;CFEB.BR;Industrials;Engineering & Construction;https://www.cfe.be/;Compagnie d'Entreprises CFE SA;6,01;46,51;0,13;0,09;0,22;0,4
FR0000037475;CFI.PA;Real Estate;Real Estate Services;https://www.cfi-france.com/;CFI-Compagnie Foncière Internationale;0,52;0;0;0;5,69;4,98
MC0010000826;MLCFM.PA;Financial Services;Banks - Regional;https://monaco.ca-indosuez.com/;CFM Indosuez Wealth Management SA;1150;0;0;0;0;0
FR0000037871;MLCFD.PA;Industrials;Railroads;https://www.cfd.fr/;Compagnie de Chemins de Fer Départementaux Société Anonyme;900;0;0;0;0;0
FR0000130692;CRI.PA;Consumer Cyclical;Textile Manufacturing;https://www.chargeurs.com/;Chargeurs SA;10,58;25,85;0,41;0,26;0,33;0,5
FR0000060428;MLCMB.PA;Consumer Cyclical;Leisure;https://www.compagniedumontblanc.fr/;Compagnie Du Mont-Blanc;143;0;0;0;0;0,02
IT0000070786;CIR.MI;Consumer Cyclical;Auto Parts;https://www.cirgroup.it/;CIR S.p.A. - Compagnie Industriali Riunite;0,6;0;0;0;0,23;3,02
NO0013033795;CRNA.OL;Healthcare;Biotechnology;https://www.circio.com/;Circio Holding ASA;0,68;0,54;1,26;-0,88;3,42;0
IT0005344996;CIRC.MI;Technology;Information Technology Services;https://www.circletouch.eu/;Circle S.p.A.;7,42;3,92;1,89;1,23;0,55;0
IT0005091324;CLABO.MI;Industrials;Specialty Industrial Machinery;https://www.clabo.it/;Clabo S.p.A.;1,65;10,94;0,15;0,13;0,09;0
FR0013426004;FR0013426004.SG;;;https://twitter.com/YahooFinance;;1,264;0;0;0;0;0
FR0010386334;CLARI.PA;Healthcare;Medical Care Facilities;https://www.clariane.com/;Clariane SE;1,93;38,36;0,05;0,05;0,25;1,01
FR0004152882;ALCLA.PA;Industrials;Integrated Freight & Logistics;https://www.clasquin.com/;Clasquin SA;141,94;91,91;1,54;0,9;0,27;0,02
IT0005117848;CLE.MI;Communication Services;Publishing;https://www.classeditori.it/;Class Editori Spa;0,0786;0,81;0,1;0,1;0,04;16,54
IT0005377277;CBB.MI;Real Estate;Real Estate Services;https://www.cleanbnb.net/;CleanBnB S.p.A.;1,22;0,9;1,36;0,73;0,2;0
NO0010876642;CLOUD.OL;Utilities;Utilities - Renewable;https://www.cloudberry.no/;Cloudberry Clean Energy ASA;12;23,28;0,52;0,91;0,6;0
IT0005577090;AGAIN.MI;Technology;Information Technology Services;https://cloudiaresearch.com/;Cloudia Research S.p.A.;1,54;1,37;1,12;0,78;0,48;0
NL0012747059;CMCOM.AS;Technology;Software - Application;https://www.cm.com/;CM.com N.V.;5,85;9,9;0,59;0,54;0,12;0
FR0013406881;FR0013406881.SG;;;https://twitter.com/YahooFinance;;1,28;0;0;0;0;0
NL0010545661;CNH;Industrials;Farm & Heavy Construction Machinery;https://www.cnh.com/;CNH Industrial N.V.;11,82;0;0;0;0,17;0,16
NL0010949392;CNV.PA;Consumer Cyclical;Internet Retail;https://www.cnova.com/;Cnova N.V.;0,263;3,24;0,08;0,15;0,68;0
BE0003519270;COBH.BR;Consumer Defensive;Beverages - Brewers;https://www.haacht.com/;Brouwerij Handelsmaatschappij NV;1560;0;0;0;0,64;0
GB00BDCPN049;CCEP.AS;Consumer Defensive;Beverages - Non-Alcoholic;https://www.cocacolaep.com/;Coca-Cola Europacific Partners PLC;75,5;65,54;1,15;1,25;0,28;0,04
NO0010895667;CODE.OL;Healthcare;Health Information Services;https://www.codelabcapital.com/;CodeLab Capital AS;0,0564;0,09;0,63;0,81;0,96;0
FR0010667147;COFA.PA;Financial Services;Insurance - Reinsurance;https://www.coface.com/;COFACE SA;13,98;50,99;0,27;0,36;0,27;0,43
FR0013257409;ALCOF.PA;Technology;Electronic Components;https://www.cofidur-ems.com/;Cofidur S.A.;340;0;0;0;0,52;0,01
PTCFN0AE0003;CFN.LS;Communication Services;Publishing;https://www.cofina.pt/;Cofina, SGPS, S.A.;0,654;6,66;0,1;0,09;0,8;4,83
BE0003593044;COFB.BR;Real Estate;REIT - Healthcare Facilities;https://www.cofinimmo.com/;Cofinimmo SA;54,55;181,29;0,3;0,63;0,55;0,12
IT0005465619;CFL.MI;Consumer Cyclical;Auto Parts;https://www.cofle.com/;Cofle S.p.A.;3,66;10,25;0,36;0,25;0,55;0
FR0013335742;ALLEC.PA;Technology;Communication Equipment;https://www.cogelec.fr/;Cogelec SA;15,5;10,28;1,51;0,9;0,07;0
FR0011071570;ALCOG.PA;Basic Materials;Lumber & Wood Production;https://www.cogra.fr/;Cogra 48 Société Anonyme;5,76;12,08;0,48;0,51;0,67;0
FR0004031763;COH.PA;Technology;Software - Application;https://www.chapsvision.fr/crm;Coheris Société Anonyme;8,8;5,24;1,68;1,18;0,47;0,46
BE0160342011;ALCOI.PA;Basic Materials;Aluminum;https://www.aloxide.com/;Coil S.A./N.V.;3,05;10,8;0,28;0,51;0,69;0
FR0010959684;MLCLP.PA;Consumer Cyclical;Internet Retail;https://colipays.com/;Colipays Reunion Société anonyme;0,6;0;0;0;0;0
BE0974256852;COLR.BR;Consumer Defensive;Grocery Stores;https://www.colruytgroup.com/;Colruyt Group N.V.;37,94;46,16;0,82;0,81;0,48;0,08
IT0005428971;CML.MI;Industrials;Specialty Industrial Machinery;https://www.comalgroup.com/;Comal S.p.A.;4,74;17,02;0,28;0,15;0,09;0
IT0005246191;COM.MI;Industrials;Farm & Heavy Construction Machinery;https://www.comerindustries.com/;Comer Industries S.p.A.;31,7;28,25;1,12;0,75;0,42;0,09
DE000CBK1001;CBK.DE;Financial Services;Banks - Regional;https://www.commerzbank.com/;Commerzbank AG;15,105;0;0;0;0,07;0,19
IT0005453235;TIME.MI;Consumer Defensive;Beverages - Wineries & Distilleries;https://www.compagniadeicaraibi.com/;Compagnia dei Caraibi S.p.A.;0,562;2,48;0,23;0,12;0,11;0
FR0000062234;ODET.PA;Communication Services;Entertainment;https://www.compagniedelodet.net/;Compagnie de l'Odet;1658;12540;0,13;0,1;0,2;0
IT0004105653;CNF.MI;Financial Services;Credit Services;https://www.conafi.it/;Conafi S.p.A.;0,245;0,61;0,4;0,29;0,64;40,29
PTCDU0AE0003;CDU.LS;Industrials;Engineering & Construction;https://www.conduril.pt/;Conduril - Engenharia, S.A.;21;0;0;0;0;0,1
IT0005379604;CFV.MI;Financial Services;Capital Markets;https://www.confinvest.it/;Confinvest F.L. S.p.A.;1,74;0,94;1,85;1,41;0,72;0
FR00140007I9;MLLCB.PA;Real Estate;Real Estate - Development;https://lesconstructeursdubois.fr/;Les Constructeurs du Bois S.A.;3,3;0;0;0;0;0
SE0014731154;CONTX.OL;Healthcare;Health Information Services;https://www.contextvision.com/;ContextVision AB (publ);5,36;1,48;3,62;3,19;0,8;0
DE0005439004;CON.DE;Consumer Cyclical;Auto Parts;https://www.continental.com/;Continental Aktiengesellschaft;66,64;165,69;0,4;0,32;0,37;0,04
IT0005426215;CVG.MI;Communication Services;Telecom Services;https://convergenze.it/;Convergenze S.p.A. Società Benefit;1,78;2,59;0,69;0,65;0,29;0
IT0005379406;COP.MI;Financial Services;Asset Management;https://www.copernicosim.it/;Copernico Sim S.p.A.;7;3,75;1,87;1,65;0,76;0
NL0010583399;CRBN.AS;Basic Materials;Specialty Chemicals;https://www.corbion.com/;Corbion N.V.;21,84;25,66;0,85;0,91;0,49;0,08
LU1296758029;CCAP.DE;Real Estate;Real Estate Services;https://www.corestate-capital.com/en/imprint/;CORESTATE Capital Holding S.A.;0,399;0;0;0;0;0
FR0013371507;MLCOT.PA;Healthcare;Drug Manufacturers - Specialty & Generic;https://coretech5.com/;Coretech 5 Société anonyme;0,01;0;0;0;0;0
NL0015000DY3;CORRE.IR;Utilities;Utilities - Renewable;https://corre.energy/;Corre Energy B.V.;0,1485;0,43;0,35;0,32;0,19;0
PTCOR0AE0006;COR.LS;Basic Materials;Lumber & Wood Production;https://www.amorim.com/en;Corticeira Amorim, S.G.P.S., S.A.;8,18;10,52;0,78;0,68;0,51;0,33
FR0004998318;MLCOU.PA;Financial Services;Asset Management;https://www.courbetsa.com/;Courbet Sa;1,35;0;0;0;0;0
FR0000065393;COUR.PA;Real Estate;Real Estate Services;https://www.courtois-sa.com/;Courtois S.A.;121;0;0;0;1,04;0,02
DE0006062144;1COV.DE;Basic Materials;Specialty Chemicals;https://www.covestro.com/;Covestro AG;57,9;67,13;0,86;0,82;0,48;0
FR0000064578;COV.PA;Real Estate;REIT - Diversified;https://covivio.eu/en/;Covivio;49,34;228,6;0,22;0,27;0,32;0,14
FR0000045304;CRTO.PA;Financial Services;Banks - Regional;https://www.ca-tourainepoitou.fr/informations.html;Caisse Régionale de Crédit Agricole Mutuel de la Touraine et du Poitou Société Coopérative;73;16010,72;0;0,01;0,15;0,05
IT0005408593;CREG.MI;Technology;Software - Application;https://www.creactivesgroup.com/;Creactives Group S.p.A.;2,5;0,91;2,75;2,55;0,12;0
IT0003121677;CE.MI;Financial Services;Banks - Regional;https://www.credem.it/;Credito Emiliano S.p.A.;10,94;185,82;0,06;0,06;0,07;0,28
FR0000045072;ACA.PA;Financial Services;Banks - Regional;https://www.credit-agricole.com/;Crédit Agricole S.A.;13,165;0;0;0;0,03;0,41
BE0003836534;OPTI.BR;Technology;Communication Equipment;https://www.crescent-ventures.com/;Crescent NV;0,0104;0;0;0;0,26;0
FR0011716265;ALCJ.PA;Healthcare;Medical Instruments & Supplies;https://www.crossject.com/;Crossject Société Anonyme;2,07;0,96;2,16;2,49;0,2;0
FR0000050395;CROS.PA;Real Estate;Real Estate Services;https://www.crosswood.fr/;Crosswood SA;9,35;9,38;1;4,43;0,8;0
IT0005353575;CFM.MI;Financial Services;Asset Management;https://www.crowdfundme.it/;CrowdFundMe S.p.A.;1,81;0,68;2,66;2,41;0,78;0
IT0001127874;CSP.MI;Consumer Cyclical;Apparel Manufacturing;https://cspinternational.it/en;CSP International Fashion Group S.p.A.;0,31;2,3;0,13;0,1;0,59;13,97
NL0000345577;CTAC.AS;Technology;Information Technology Services;https://www.ctac.nl/;Ctac N.V.;2,9;2,91;1;0,59;0,42;1,08
NL00150006R6;CTPNV.AS;Real Estate;Real Estate - Development;https://www.ctp.eu/;CTP N.V.;15,32;37,27;0,41;0,6;0,41;0
PTCTT0AM0001;CTT.LS;Industrials;Integrated Freight & Logistics;https://www.ctt.pt/;CTT - Correios De Portugal, S.A.;4,59;39,55;0,12;0,07;0,04;1,82
IT0005532483;CUBE.MI;Financial Services;Asset Management;https://www.cube-labs.com/;Cube Labs S.p.A.;2,24;3,35;0,67;3,25;0,92;0
IT0005257347;CULT.MI;Consumer Cyclical;Luxury Goods;https://www.culti.com/;CULTI Milano S.p.A.;12,9;6,23;2,07;1,11;0,35;0
BE0003463685;CLEX.BR;Consumer Defensive;Confectioners;https://www.cumulex.be/;Cumulex N.V.;0,54;0;0;0;11350,81;0
